Unnamed: 0,content,score,appVersion,content_process,result,sentiment,proba,inferred_topic,inferred_probability
816,"Makin buruk kualitas aplikasinya, diperbaharui malah banyak masalah. Mana gak bisa dibuka lagi dengan alasan perangkat di jailbreak/di-root gak tau apa penyebab nya",3,1.3.9,buruk kualitas aplikasi baharu gak buka alas perangkat jailbreak root gak tau sebab nya,"[{'label': 'negative', 'score': 0.9991980195045471}]",negative,0.9991980195045472,Opinion on Banking App,0.56162167
817,"Versi sebelumnya masih lancar, bisa dibuka dan digunakan dengan baik. Setelah update, aplikasi tidak bisa dibuka dengan keterangan ""can not be used on the jailbroken / rooted device"". Padahal devicenya tanpa root / jailbroken. Jadi sekarang saya tidak bisa menggunakan aplikasinya. Lebih oke versi sebelumnya yang tanpa masalah",1,1.3.9,versi lancar buka update aplikasi buka terang can not be used on the jailbroken rooted device devicenya root jailbroken aplikasi oke versi,"[{'label': 'negative', 'score': 0.7780086398124695}]",negative,0.7780086398124695,Mixed Feedback and Technical Issues,0.5689893
818,Bentar bentar suruh diperbarui terus bikin memori penuh......,1,,bentar bentar suruh baru bikin memori penuh,"[{'label': 'neutral', 'score': 0.9698997735977173}]",neutral,0.9698997735977172,App Features,0.5709614
819,Kenapa setalah update malah susah untuk masuk,1,1.3.9,seta update susah masuk,"[{'label': 'negative', 'score': 0.9992293119430542}]",negative,0.9992293119430542,Questions and Engagement,0.794043
820,"parahhhh jumm, hbs update gk iso di buka .... gak ada gunaaa",1,1.3.9,parahhhh jumm hbs update gk iso buka gak gunaaa,"[{'label': 'negative', 'score': 0.9994052648544312}]",negative,0.9994052648544312,Opinion on Banking App,0.862869
821,Setelah di update kenapa gak bisa digunakan ? Padahal hp gak pernah di root,2,1.3.9,update gak hp gak root,"[{'label': 'neutral', 'score': 0.6775420904159546}]",neutral,0.6775420904159546,Mixed Feedback and Technical Issues,0.5956648
822,"Diperbarui kok malah aplikasi dijailbreak/di root,bikin emosi pas lg urgent mau d pakai",1,1.3.9,baru aplikasi dijailbreak root bikin emosi pas lg urgent pakai,"[{'label': 'negative', 'score': 0.9944154024124146}]",negative,0.9944154024124146,App Features,0.7485378
823,Sampah,1,1.3.9,sampah,"[{'label': 'negative', 'score': 0.994838535785675}]",negative,0.994838535785675,Opinion on Banking App,0.59995085
824,Knapa dikit2 mesti update deh... Abis update perfomax jug kurng bgus,3,1.3.8,knapa dikit mesti update deh abis update perfomax jug kurng bgus,"[{'label': 'neutral', 'score': 0.8789260387420654}]",neutral,0.8789260387420654,Mixed Feedback and Technical Issues,0.8493056
825,"Stelah di up date malah ga bisa di buka keterangan tidak bisa di buka di hp yg kena root,pada hal hp normal ga ada prubahan ke root segala",1,1.3.9,stelah up date ga buka terang buka hp yg kena root hp normal ga prubahan root,"[{'label': 'neutral', 'score': 0.5445699095726013}]",neutral,0.5445699095726013,Mixed Feedback and Technical Issues,0.56368047
826,Si paling Kebanyakan upgrade.,1,1.3.8,si banyak upgrade,"[{'label': 'neutral', 'score': 0.962539553642273}]",neutral,0.962539553642273,Opinion on Banking App,0.6426654
827,Knpa ini ko gak bisa ke buka..jawaban nya di root mulu,1,1.3.9,knpa ko gak buka nya root mulu,"[{'label': 'negative', 'score': 0.9969688057899475}]",negative,0.9969688057899476,Questions and Engagement,0.53464985
828,udah di update malah gabisa masuk aneh,1,1.3.9,udah update gabisa masuk aneh,"[{'label': 'negative', 'score': 0.9953298568725586}]",negative,0.9953298568725586,Opinion on Banking App,0.8621097
829,Slamat siang mau tanya kenapa danamon saya tidak bisa di buka lagi danamon online saya tolong jelaskan dan kenapa tidak bisa di buka lagi,1,,slamat siang danamon buka danamon online tolong buka,"[{'label': 'neutral', 'score': 0.6912098526954651}]",neutral,0.6912098526954651,Opinion on Banking App,0.89758277
830,Gak bisa di buka bro,1,1.3.9,gak buka bro,"[{'label': 'neutral', 'score': 0.9896899461746216}]",neutral,0.9896899461746216,Questions and Engagement,0.72655034
831,"Pertama di update apk ini gx bisa di buka lagi kecewa berat, makanya saya kasih keritik,kemarin dan kasih Starr satu, setelah ada tanggapan dari kritik saya, dan saya buka lagi esok harinya,Bank pro ini baru bisa di Buka, saya coba dulu kalo berjalan lancar apknya saya kasih starr lagi 😊",2,1.3.9,update apk gx buka kecewa berat kasih keritik kemarin kasih starr tanggap kritik buka esok hari bank pro buka coba kalo jalan lancar apknya kasih starr,"[{'label': 'negative', 'score': 0.956331729888916}]",negative,0.956331729888916,Opinion on Banking App,0.47095415
832,Terlalu keseringan update,1,1.3.8,sering update,"[{'label': 'negative', 'score': 0.9990398287773132}]",negative,0.9990398287773132,Mixed Feedback and Technical Issues,0.50191545
833,Kenapa setelah update malah g bisa login???,1,1.3.8,update login,"[{'label': 'negative', 'score': 0.6559800505638123}]",negative,0.6559800505638123,Mixed Feedback and Technical Issues,0.72573787
834,knp srh diperbarui mlh gk bs di buka,1,,knp srh baru mlh gk bs buka,"[{'label': 'neutral', 'score': 0.9950512051582336}]",neutral,0.9950512051582336,Questions and Engagement,0.4816066
835,Kurang good,1,1.3.8,good,"[{'label': 'negative', 'score': 0.9992658495903015}]",negative,0.9992658495903016,Opinion on Banking App,0.5999354
836,Hapus ...instal ulang baru bisa dipake,3,1.3.9,hapus instal ulang dipake,"[{'label': 'neutral', 'score': 0.9971610307693481}]",neutral,0.997161030769348,Questions and Engagement,0.46511728
837,Developer nya stres masak setelah pembaruan malah gak bisa di pakai aplikasinya. Padahal perangkat saya belum di root.,1,1.3.9,developer nya stres masak baru gak pakai aplikasi perangkat root,"[{'label': 'negative', 'score': 0.9948830604553223}]",negative,0.9948830604553224,Questions and Engagement,0.6016258
838,Kenapa ya setelah di perbaharui malah ga bsa di buka app nya??,1,1.3.8,ya baharu ga bsa buka app nya,"[{'label': 'negative', 'score': 0.9524377584457397}]",negative,0.9524377584457396,Questions and Engagement,0.89848167
839,Gara* di update terbaru di hp saya tidak berfungsi ada keterangan handphone sudah di jailbreak/root ... padahal awalnya lancar sebelum update,4,1.3.9,gara update baru hp fungsi terang handphone jailbreak root lancar update,"[{'label': 'neutral', 'score': 0.6306089758872986}]",neutral,0.6306089758872986,Mixed Feedback and Technical Issues,0.35896438
840,"Diperbaharui bukannya bener eh malah gak bisa dibuka, kacau malah menghambat ya😔😔😔",1,1.3.9,baharu bener eh gak buka kacau hambat ya,"[{'label': 'negative', 'score': 0.9992995262145996}]",negative,0.9992995262145996,Questions and Engagement,0.5622201
841,Kecewa dengan aplikasi terbaru malah tidak bisa di buka,1,1.3.9,kecewa aplikasi baru buka,"[{'label': 'negative', 'score': 0.999268114566803}]",negative,0.999268114566803,Mixed Feedback and Technical Issues,0.7952683
842,"Makin lama malah makin membingungkan , sering maintanance , sering suruh update , dll , eh malah eror ...",1,1.3.9,bingung maintanance suruh update dll eh eror,"[{'label': 'negative', 'score': 0.9990259408950806}]",negative,0.9990259408950806,User Experience,0.8823375
843,"Kenapa sdh diperbaharui tp g bisa dibuka padahal biasanya lancar2 aja, semua sdh sesuai cm minta diperbarui dr dpronya, eee mlh g bisa dibuka dgn tulisan aplikasi tdk dpt digunakan pada perangkat yg sdh di- jailbreak/ diroot,,,bingung padahal g diapain tlg dibantu",3,1.3.9,sdh baharu tp buka lancar aja sdh sesuai cm baru dr dpronya eee mlh buka dgn tulis aplikasi tdk dpt perangkat yg sdh jailbreak diroot bingung diapain tlg bantu,"[{'label': 'negative', 'score': 0.9841108322143555}]",negative,0.9841108322143556,Questions and Engagement,0.50816494
844,Kenapa aplikasinya setelah di update malah tdk bisa di buka. Masa keterangannya hp sudah di root. Mengada2 saja nih aplikasi... Parahh...,1,1.2.0,aplikasi update tdk buka terang hp root ada nih aplikasi parahh,"[{'label': 'negative', 'score': 0.9991390705108643}]",negative,0.9991390705108644,Mixed Feedback and Technical Issues,0.7606194
845,Kenapa aplikasi nya sering banget minta update trus aplikasi lemot banget,1,1.3.9,aplikasi nya banget update trus aplikasi lot banget,"[{'label': 'negative', 'score': 0.9992419481277466}]",negative,0.9992419481277466,Mixed Feedback and Technical Issues,0.88320446
846,Waktu loginnya lama,3,1.3.8,loginnya,"[{'label': 'negative', 'score': 0.9914365410804749}]",negative,0.9914365410804749,Opinion on Banking App,0.59995234
847,mntap,5,1.3.8,mntap,"[{'label': 'negative', 'score': 0.8630099892616272}]",negative,0.8630099892616272,Mixed Feedback and Technical Issues,0.59997886
848,Bagusss mantap,5,1.2.6,bagusss mantap,"[{'label': 'positive', 'score': 0.9992382526397705}]",positive,0.9992382526397704,App Features,0.40129545
849,Sangat berguna,5,1.3.8,guna,"[{'label': 'positive', 'score': 0.996659517288208}]",positive,0.996659517288208,Mixed Feedback and Technical Issues,0.5962362
850,Diupdate mlh ga bs masuk 😏,1,1.3.9,diupdate mlh ga bs masuk,"[{'label': 'neutral', 'score': 0.9959205389022827}]",neutral,0.9959205389022828,Questions and Engagement,0.864689
851,Kebanyakan update lama2 uninstal juga nih apk,1,1.3.9,banyak update uninstal nih apk,"[{'label': 'negative', 'score': 0.9972077012062073}]",negative,0.9972077012062072,Opinion on Banking App,0.434508
852,"Setelah update tidak bisa login , malah jadi rusak",2,1.3.9,update login rusak,"[{'label': 'neutral', 'score': 0.5283681750297546}]",neutral,0.5283681750297546,Opinion on Banking App,0.7941543
853,Kenapa D-Bank PRO ini sangat susah digunakan..? Slalu minta ini itulah..payah sekali,5,1.3.9,bank pro susah slalu payah,"[{'label': 'negative', 'score': 0.9992557168006897}]",negative,0.9992557168006896,Questions and Engagement,0.8639705
854,LEMOT AMAT SANGAT SETIAP UPDATE,2,1.3.8,lot update,"[{'label': 'negative', 'score': 0.9839620590209961}]",negative,0.983962059020996,Mixed Feedback and Technical Issues,0.7320456
855,Heh kaya apa ini masa perangkatku di bilang di root padahal gak ada sama sekali,1,1.3.9,heh kaya perangkat bilang root gak,"[{'label': 'negative', 'score': 0.9992104768753052}]",negative,0.9992104768753052,Opinion on Banking App,0.86420685
856,Pas login minta minta update dan dan setelah install baru Terbaca hp saya sudah di jailbreak/root untuk Oppo a92,1,1.3.9,pas login update install baca hp jailbreak root oppo,"[{'label': 'neutral', 'score': 0.9990818500518799}]",neutral,0.99908185005188,Questions and Engagement,0.91739416
857,"Gak bisa unistal,tolong bantuan y",5,,gak unistal tolong bantu,"[{'label': 'neutral', 'score': 0.993981659412384}]",neutral,0.993981659412384,User Experience,0.79301023
858,"Males banget harus upgrade terus, giliran udah di upgrade susah di buka",1,1.3.9,males banget upgrade gilir udah upgrade susah buka,"[{'label': 'negative', 'score': 0.9992592930793762}]",negative,0.9992592930793762,Questions and Engagement,0.90993094
859,"setiap kali buka harus d update , munie bosen kalau bukan krena asuransi mls pake bank ini dah",1,1.3.8,kali buka update munie bosen krena asuransi mls pake bank dah,"[{'label': 'neutral', 'score': 0.5095353722572327}]",neutral,0.5095353722572327,Questions and Engagement,0.90913117
860,Di update malah ga bisa,1,1.3.9,update ga,"[{'label': 'negative', 'score': 0.9988875985145569}]",negative,0.9988875985145568,Mixed Feedback and Technical Issues,0.72627616
861,Kenapa si sering update2 terus,3,1.3.8,si update,"[{'label': 'negative', 'score': 0.9978510141372681}]",negative,0.997851014137268,Opinion on Banking App,0.47314408
862,Setelah update jadi tdk bisa dibuka..,2,1.3.9,update tdk buka,"[{'label': 'neutral', 'score': 0.9928355813026428}]",neutral,0.9928355813026428,Questions and Engagement,0.7944076
863,Ok,5,1.3.8,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
864,"Auto uniinstal minta solusi email yg lupa suruh hubungi kantor pakai no kantor pula mana ada skrg pakai kontak layanan skrg pakai whatsapp, buat susah saja sudah habis pulsa nelpon tdk ada solusi.",1,1.3.9,auto uniinstal solusi email yg lupa suruh hubung kantor pakai no kantor skrg pakai kontak layan skrg pakai whatsapp susah habis pulsa nelpon tdk solusi,"[{'label': 'negative', 'score': 0.9966418743133545}]",negative,0.9966418743133544,User Experience,0.63667244
865,Terlalu sering update aplikasi ini mah..,3,1.3.9,update aplikasi mah,"[{'label': 'neutral', 'score': 0.7668670415878296}]",neutral,0.7668670415878296,App Features,0.5289366
866,"Sumpah, aplkasi katro, maksa update, ktika di update malah kgk bs di pake pake bahasa system di root lah.. Klo bukan payroll gw dah gw tutup dah tabungannya",2,1.3.9,sumpah aplkasi katro maksa update ktika update kgk bs pake pake bahasa system root klo payroll gw dah gw tutup dah tabung,"[{'label': 'negative', 'score': 0.9938603639602661}]",negative,0.993860363960266,Mixed Feedback and Technical Issues,0.6620193
867,Kenapa selalu minta pembaharuan,5,,baharu,"[{'label': 'negative', 'score': 0.9842368364334106}]",negative,0.9842368364334106,Questions and Engagement,0.59589535
868,"Habis di update malah ga bisa dipake, pdhal lagi perlu banget. Uninstall aja daahh kalau gini terus",2,1.3.9,habis update ga dipake pdhal banget uninstall aja daahh gin,"[{'label': 'negative', 'score': 0.9990542531013489}]",negative,0.9990542531013488,Mixed Feedback and Technical Issues,0.9177162
869,Sehabis updete aplikasi tidak bisa di gunakan 🤦🤦🤦🤦,1,1.3.9,habis updete aplikasi,"[{'label': 'negative', 'score': 0.9837419986724854}]",negative,0.9837419986724854,Opinion on Banking App,0.59777254
870,Setiap minggu eror,1,1.3.9,minggu eror,"[{'label': 'negative', 'score': 0.9986523985862732}]",negative,0.9986523985862732,Questions and Engagement,0.40911597
871,Bagus,4,1.3.9,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.5995773
872,aplikasi busuuuuk....verifikasi smpe sekarang busuuuk susah banget,1,1.3.9,aplikasi busuuuuk verifikasi smpe busuuuk susah banget,"[{'label': 'negative', 'score': 0.9942768216133118}]",negative,0.9942768216133118,User Experience,0.5742653
873,Tgl 16 maret diminta update skrg tgl 8 april diminta update lagi . Cape dech. Mbok yo 2 bln skali updete nya,1,1.3.9,tgl maret update skrg tgl april update cape dech mbok yo bln skali updete nya,"[{'label': 'negative', 'score': 0.9921424388885498}]",negative,0.9921424388885498,Questions and Engagement,0.5440784
874,Di perbarui malah tidak bisa login,1,,baru login,"[{'label': 'negative', 'score': 0.9824486374855042}]",negative,0.9824486374855042,App Features,0.72519225
875,Knpa gak bisa dipakek iya?,5,1.3.9,knpa gak dipakek iya,"[{'label': 'negative', 'score': 0.9939051270484924}]",negative,0.9939051270484924,Questions and Engagement,0.79665786
876,Oke yang ini baru memuaskan.. terima kasih atas pelayanan yang baik,5,1.3.9,oke muas terima kasih layan,"[{'label': 'positive', 'score': 0.9740920662879944}]",positive,0.9740920662879944,Mixed Feedback and Technical Issues,0.8635441
877,Diperbaharui malah gak bisa lagi buka aplikasinya,1,1.3.9,baharu gak buka aplikasi,"[{'label': 'negative', 'score': 0.9985095858573914}]",negative,0.9985095858573914,Questions and Engagement,0.7963268
878,"Update melulu ,malah lbh jelek dr yg sebelumnya ,saya 2 x ke bank cuma gara2 aplikasi ini.disuru update pas masukin email malah ke blokir 😪",1,1.3.9,update melulu lbh jelek dr yg bank gara aplikasi disuru update pas masukin email blokir,"[{'label': 'negative', 'score': 0.9988061189651489}]",negative,0.9988061189651488,Questions and Engagement,0.81291056
879,Hanya Aplikasi danamon saja yg terkendala malasah update. Kalau tidak di update tidak bisa di pakai. Kasian yg hpnya memori penuh. Tidak bisa m3nggunakannya. Sangat kecewa,1,,aplikasi danamon yg kendala malasah update update pakai kasi yg hpnya memori penuh nggunakannya kecewa,"[{'label': 'negative', 'score': 0.999427855014801}]",negative,0.999427855014801,Mixed Feedback and Technical Issues,0.40966767
880,Selamat dtg di aplikasi banyak gangguan,1,1.3.9,selamat dtg aplikasi ganggu,"[{'label': 'negative', 'score': 0.923201858997345}]",negative,0.923201858997345,Mixed Feedback and Technical Issues,0.7993103
881,"Pokonya bank,bagus praktis,dan murah biaya adminya",5,1.3.9,poko bank bagus praktis murah biaya adminya,"[{'label': 'positive', 'score': 0.9993529915809631}]",positive,0.9993529915809632,User Experience,0.658761
882,masa mau top up e wallet (dana) gabisa pilih nominal sesuai ga begitu menarik danamon mbanking fitur nominal e wallet nya tolong diubah,1,1.3.9,top up wallet dana gabisa pilih nominal sesuai ga tarik danamon mbanking fitur nominal wallet nya tolong ubah,"[{'label': 'neutral', 'score': 0.8463526964187622}]",neutral,0.8463526964187622,Questions and Engagement,0.7043887
883,Sangat jelek tidak bisa melakukan transaksi online setiap mau menambahakan metode pembayaran selalu gagal/ditolak padahal susah sesuai Dan menghubungi pihak danamon tidak Ada respon sayang sekali pelayanan kurang bagus. Setiap mau di tambahkan selalu di tolak nomor tidak sesuai lah Dan banyak lagi padahal udah di cek bolak balik..,1,1.3.9,jelek transaksi online menambahakan metode bayar gagal tolak susah sesuai hubung danamon respon sayang layan bagus tambah tolak nomor sesuai udah cek bolak,"[{'label': 'negative', 'score': 0.9993552565574646}]",negative,0.9993552565574646,Questions and Engagement,0.5278817
